,u,v,key,osmid,oneway,lanes,ref,name,highway,reversed,length,maxspeed,geometry,startpoint,endpoint,Filename,Date,Time
244,3706403277,6106827011,10000,1121084012,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,55.532,40,"LINESTRING (104.9164502 11.5714684, 104.9159461 11.5713941)","(11.5714684, 104.9164502)","(11.5713941, 104.9159461)",01-Sep-23 8.35 AM - 20240115194524.png,01-Sep-23,8:35 AM
245,3765114806,7168221486,10000,656560015,0,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,True,23.351,40,"LINESTRING (104.9169018 11.5801833, 104.9169348 11.5799758)","(11.5801833, 104.9169018)","(11.5799758, 104.9169348)",01-Sep-23 8.35 AM - 20240115194529.png,01-Sep-23,8:35 AM
246,3765114806,10824471896,10000,656560015,0,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,23.71,40,"LINESTRING (104.9169662 11.5797648, 104.9169348 11.5799758)","(11.5797648, 104.9169662)","(11.5799758, 104.9169348)",01-Sep-23 8.35 AM - 20240115194533.png,01-Sep-23,8:35 AM
247,3765613424,3765613429,10000,1159991919,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,49.927,40,"LINESTRING (104.9248845 11.5318223, 104.9246502 11.5321542, 104.9246243 11.5321919)","(11.5318223, 104.9248845)","(11.5321919, 104.9246243)",01-Sep-23 8.35 AM - 20240115194538.png,01-Sep-23,8:35 AM
248,3765613424,6125936367,10000,1159991919,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,62.650000000000006,40,"LINESTRING (104.9252572 11.5313941, 104.9250721 11.5315859, 104.9248845 11.5318223)","(11.5313941, 104.9252572)","(11.5318223, 104.9248845)",01-Sep-23 8.35 AM - 20240115194543.png,01-Sep-23,8:35 AM
249,3765613426,3765613441,10000,1159991919,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,36.937,40,"LINESTRING (104.9242181 11.5329257, 104.9241117 11.5332411)","(11.5329257, 104.9242181)","(11.5332411, 104.9241117)",01-Sep-23 8.35 AM - 20240115194548.png,01-Sep-23,8:35 AM
250,3765613426,3765613454,10000,1159991919,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,71.149,40,"LINESTRING (104.9245156 11.5323572, 104.9243114 11.5327099, 104.9242181 11.5329257)","(11.5323572, 104.9245156)","(11.5329257, 104.9242181)",01-Sep-23 8.35 AM - 20240115194553.png,01-Sep-23,8:35 AM
251,3765613429,3765613454,10000,1159991919,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,21.865,40,"LINESTRING (104.9246243 11.5321919, 104.9245156 11.5323572)","(11.5321919, 104.9246243)","(11.5323572, 104.9245156)",01-Sep-23 8.35 AM - 20240115194557.png,01-Sep-23,8:35 AM
252,3765613455,6125936365,10000,1159991919,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,116.066,40,"LINESTRING (104.927558 11.5301672, 104.9273677 11.5302043, 104.927106 11.5302745, 104.9268487 11.530365, 104.9265487 11.5304914)","(11.5301672, 104.927558)","(11.5304914, 104.9265487)",01-Sep-23 8.35 AM - 20240115194602.png,01-Sep-23,8:35 AM
253,3765613455,6155337416,10000,1159991919,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,60.671,40,"LINESTRING (104.9281075 11.5300808, 104.9279354 11.5301009, 104.9279081 11.530104, 104.9278709 11.5301093, 104.9278348 11.5301144, 104.927558 11.5301672)","(11.5300808, 104.9281075)","(11.5301672, 104.927558)",01-Sep-23 8.35 AM - 20240115194607.png,01-Sep-23,8:35 AM
254,3765642157,6119758584,10000,683537415,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,81.112,40,"LINESTRING (104.9200221 11.5600385, 104.9199084 11.5607594)","(11.5600385, 104.9200221)","(11.5607594, 104.9199084)",01-Sep-23 8.35 AM - 20240115194612.png,01-Sep-23,8:35 AM
255,3767104655,7151459802,10000,1160028286,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,52.185,40,"LINESTRING (104.9234963 11.537162, 104.9234265 11.5376263)","(11.537162, 104.9234963)","(11.5376263, 104.9234265)",01-Sep-23 8.35 AM - 20240115194626.png,01-Sep-23,8:35 AM
256,3767104655,6112749001,10000,1160028286,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,20.029,40,"LINESTRING (104.9235231 11.5369838, 104.9234963 11.537162)","(11.5369838, 104.9235231)","(11.537162, 104.9234963)",01-Sep-23 8.35 AM - 20240115194631.png,01-Sep-23,8:35 AM
257,3788589822,10800011658,10000,657111496,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,75.655,40,"LINESTRING (104.855692 11.5625056, 104.8562456 11.5626638, 104.8563591 11.5626947)","(11.5625056, 104.855692)","(11.5626947, 104.8563591)",01-Sep-23 8.35 AM - 20240115194636.png,01-Sep-23,8:35 AM
258,3788589832,3963546169,10000,916400502,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,102.936,40,"LINESTRING (104.8345032 11.5400503, 104.8343893 11.539886, 104.8339162 11.5393258)","(11.5400503, 104.8345032)","(11.5393258, 104.8339162)",01-Sep-23 8.35 AM - 20240115194641.png,01-Sep-23,8:35 AM
259,3788589832,6186260353,10000,916400502,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,31.143,40,"LINESTRING (104.8346514 11.5402898, 104.8345032 11.5400503)","(11.5402898, 104.8346514)","(11.5400503, 104.8345032)",01-Sep-23 8.35 AM - 20240115194645.png,01-Sep-23,8:35 AM
260,3822952652,6263321322,10000,1109914910,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,25.503,40,"LINESTRING (104.8459477 11.5551947, 104.8458195 11.5550028)","(11.5551947, 104.8459477)","(11.5550028, 104.8458195)",01-Sep-23 8.35 AM - 20240115194650.png,01-Sep-23,8:35 AM
261,3822952653,5727131811,10000,1109914910,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,58.17,40,"LINESTRING (104.8471242 11.5561973, 104.8467213 11.555854)","(11.5561973, 104.8471242)","(11.555854, 104.8467213)",01-Sep-23 8.35 AM - 20240115194654.png,01-Sep-23,8:35 AM
262,3823159099,6116590797,10000,1110567031,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,24.099,40,"LINESTRING (104.9067457 11.5703883, 104.9069658 11.5704101)","(11.5703883, 104.9067457)","(11.5704101, 104.9069658)",01-Sep-23 8.35 AM - 20240115194659.png,01-Sep-23,8:35 AM
263,3823180281,3823300973,10000,651911495,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,184.903,40,"LINESTRING (104.8981667 11.5695873, 104.8978163 11.5695182, 104.8970763 11.5693378, 104.8965318 11.5691497)","(11.5695873, 104.8981667)","(11.5691497, 104.8965318)",01-Sep-23 8.35 AM - 20240115194703.png,01-Sep-23,8:35 AM
264,3823180281,5067179974,10000,"[378954208, 378954209, 378954206]",1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,508.78400000000005,40,"LINESTRING (104.9028084 11.5700785, 104.9023002 11.5700642, 104.9017701 11.5700058, 104.8985673 11.5696312, 104.8984901 11.5696223, 104.8981667 11.5695873)","(11.5700785, 104.9028084)","(11.5695873, 104.8981667)",01-Sep-23 8.35 AM - 20240115194708.png,01-Sep-23,8:35 AM
265,3823186195,6114759486,10000,"[1159498433, 647594851]",1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,156.54,40,"LINESTRING (104.9033074 11.5700341, 104.9045468 11.5701675, 104.9047358 11.5701879)","(11.5700341, 104.9033074)","(11.5701879, 104.9047358)",01-Sep-23 8.35 AM - 20240115194713.png,01-Sep-23,8:35 AM
266,3823275559,10314173682,10000,336784287,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,secondary,False,154.74699999999999,,"LINESTRING (104.8904396 11.5669592, 104.8902076 11.5669192, 104.889949 11.5667973, 104.8897521 11.5666862, 104.8895313 11.5665468, 104.8892044 11.5663075)","(11.5669592, 104.8904396)","(11.5663075, 104.8892044)",01-Sep-23 8.35 AM - 20240115194717.png,01-Sep-23,8:35 AM
267,3823275559,6125451105,10000,"[1084392181, 1084392182]",1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,120.898,40,"LINESTRING (104.8914939 11.5672973, 104.8914168 11.5672698, 104.8912661 11.5672161, 104.8910746 11.567149, 104.8905979 11.5670121, 104.8904396 11.5669592)","(11.5672973, 104.8914939)","(11.5669592, 104.8904396)",01-Sep-23 8.35 AM - 20240115194722.png,01-Sep-23,8:35 AM
268,3823275564,10785170941,10000,1084392184,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,16.397,40,"LINESTRING (104.8933508 11.5678618, 104.8934918 11.5679134)","(11.5678618, 104.8933508)","(11.5679134, 104.8934918)",01-Sep-23 8.35 AM - 20240115194726.png,01-Sep-23,8:35 AM
269,3823275564,10785170943,10000,1162174525,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,11.198,40,"LINESTRING (104.8932546 11.5678263, 104.8933508 11.5678618)","(11.5678263, 104.8932546)","(11.5678618, 104.8933508)",01-Sep-23 8.35 AM - 20240115194731.png,01-Sep-23,8:35 AM
270,3823300973,10788520376,10000,651911495,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,6.399,40,"LINESTRING (104.8965318 11.5691497, 104.8964768 11.5691295)","(11.5691497, 104.8965318)","(11.5691295, 104.8964768)",01-Sep-23 8.35 AM - 20240115194744.png,01-Sep-23,8:35 AM
271,3823415663,6113528300,10000,1124328392,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,35.56,40,"LINESTRING (104.8788218 11.5627099, 104.8784957 11.5626956)","(11.5627099, 104.8788218)","(11.5626956, 104.8784957)",01-Sep-23 8.35 AM - 20240115194749.png,01-Sep-23,8:35 AM
272,3823415663,6113636920,10000,1124328392,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,77.87299999999999,40,"LINESTRING (104.8795313 11.5627938, 104.8794377 11.5627772, 104.8788218 11.5627099)","(11.5627938, 104.8795313)","(11.5627099, 104.8788218)",01-Sep-23 8.35 AM - 20240115194754.png,01-Sep-23,8:35 AM
273,3823456926,8721988500,10000,1109914910,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,220.089,40,"LINESTRING (104.8488548 11.5576721, 104.8473305 11.5563731)","(11.5576721, 104.8488548)","(11.5563731, 104.8473305)",01-Sep-23 8.35 AM - 20240115194758.png,01-Sep-23,8:35 AM
274,3823456926,10800181946,10000,651943546,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,56.728,40,"LINESTRING (104.849247 11.5580077, 104.8488548 11.5576721)","(11.5580077, 104.849247)","(11.5576721, 104.8488548)",01-Sep-23 8.35 AM - 20240115194803.png,01-Sep-23,8:35 AM
275,3828812968,4067944414,10000,654022221,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,47.895,40,"LINESTRING (104.8806064 11.5629607, 104.8810332 11.5630641)","(11.5629607, 104.8806064)","(11.5630641, 104.8810332)",01-Sep-23 8.35 AM - 20240115194807.png,01-Sep-23,8:35 AM
276,3841473061,6115882018,10000,1083884942,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,143.784,40,"LINESTRING (104.9066339 11.5704727, 104.9053207 11.5703426)","(11.5704727, 104.9066339)","(11.5703426, 104.9053207)",01-Sep-23 8.35 AM - 20240115194812.png,01-Sep-23,8:35 AM
277,3841473061,8736756960,10000,1083884942,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,114.1,40,"LINESTRING (104.9076762 11.5705739, 104.9066339 11.5704727)","(11.5705739, 104.9076762)","(11.5704727, 104.9066339)",01-Sep-23 8.35 AM - 20240115194816.png,01-Sep-23,8:35 AM
278,4019989459,6112633751,10000,1086859264,0,5,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,True,79.422,40,"LINESTRING (104.9120393 11.5709448, 104.9113141 11.5708713)","(11.5709448, 104.9120393)","(11.5708713, 104.9113141)",01-Sep-23 8.35 AM - 20240115194820.png,01-Sep-23,8:35 AM
279,4019989459,11063648656,10000,1086859264,0,5,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,23.984,40,"LINESTRING (104.9110951 11.5708491, 104.9113141 11.5708713)","(11.5708491, 104.9110951)","(11.5708713, 104.9113141)",01-Sep-23 8.35 AM - 20240115194825.png,01-Sep-23,8:35 AM
280,4067941434,5719245394,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,27.12,40,"LINESTRING (104.8569425 11.5629649, 104.8567031 11.562898)","(11.5629649, 104.8569425)","(11.562898, 104.8567031)",01-Sep-23 8.35 AM - 20240115194828.png,01-Sep-23,8:35 AM
281,4090276036,5130740333,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,39.345,40,"LINESTRING (104.866649 11.5629974, 104.866288 11.5630082)","(11.5629974, 104.866649)","(11.5630082, 104.866288)",01-Sep-23 8.35 AM - 20240115194833.png,01-Sep-23,8:35 AM
282,4090276036,5312961088,10000,920002943,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,primary,False,24.959,,"LINESTRING (104.8668748 11.5630354, 104.866649 11.5629974)","(11.5630354, 104.8668748)","(11.5629974, 104.866649)",01-Sep-23 8.35 AM - 20240115194837.png,01-Sep-23,8:35 AM
283,4090276037,6112682470,10000,654020211,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,primary,False,25.131,,"LINESTRING (104.8666591 11.5628902, 104.8668841 11.5628403)","(11.5628902, 104.8666591)","(11.5628403, 104.8668841)",01-Sep-23 8.35 AM - 20240115194841.png,01-Sep-23,8:35 AM
284,4090276039,6139135025,10000,654022221,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,137.01500000000001,40,"LINESTRING (104.8749635 11.5626452, 104.8757574 11.5626196, 104.8759784 11.5626114, 104.8762206 11.5626071)","(11.5626452, 104.8749635)","(11.5626071, 104.8762206)",01-Sep-23 8.35 AM - 20240115194846.png,01-Sep-23,8:35 AM
285,4090276039,6112798109,10000,920002945,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,primary,False,103.578,,"LINESTRING (104.8740185 11.5626069, 104.8746445 11.5625871, 104.8747047 11.5625981, 104.8749635 11.5626452)","(11.5626069, 104.8740185)","(11.5626452, 104.8749635)",01-Sep-23 8.35 AM - 20240115194859.png,01-Sep-23,8:35 AM
286,4114589086,4114589492,10000,1159991917,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,17.039,40,"LINESTRING (104.9237285 11.5356179, 104.9237057 11.5357695)","(11.5356179, 104.9237285)","(11.5357695, 104.9237057)",01-Sep-23 8.35 AM - 20240115194904.png,01-Sep-23,8:35 AM
287,4114589492,6112935690,10000,1159991917,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,60.637,40,"LINESTRING (104.9237057 11.5357695, 104.9236246 11.536309)","(11.5357695, 104.9237057)","(11.536309, 104.9236246)",01-Sep-23 8.35 AM - 20240115194908.png,01-Sep-23,8:35 AM
288,4115032237,4115032239,10000,668890362,1,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,15.4,40,"LINESTRING (104.9187957 11.5674542, 104.9188164 11.5673172)","(11.5674542, 104.9187957)","(11.5673172, 104.9188164)",01-Sep-23 8.35 AM - 20240115194913.png,01-Sep-23,8:35 AM
289,4115032238,4115032240,10000,1160296681,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,14.769,40,"LINESTRING (104.9189076 11.5673937, 104.9188878 11.5675251)","(11.5673937, 104.9189076)","(11.5675251, 104.9188878)",01-Sep-23 8.35 AM - 20240115194918.png,01-Sep-23,8:35 AM
290,4115032239,6350087869,10000,668890362,1,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,191.06400000000002,40,"LINESTRING (104.9185385 11.5691539, 104.9187611 11.5676825, 104.9187957 11.5674542)","(11.5691539, 104.9185385)","(11.5674542, 104.9187957)",01-Sep-23 8.35 AM - 20240115194922.png,01-Sep-23,8:35 AM
291,4115032241,6350087869,10000,668890362,1,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,12.399,40,"LINESTRING (104.9185218 11.5692642, 104.9185385 11.5691539)","(11.5692642, 104.9185218)","(11.5691539, 104.9185385)",01-Sep-23 8.35 AM - 20240115194927.png,01-Sep-23,8:35 AM
292,4115032242,6350087870,10000,1160296682,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,12.399,40,"LINESTRING (104.91864 11.5691682, 104.9186233 11.5692785)","(11.5691682, 104.91864)","(11.5692785, 104.9186233)",01-Sep-23 8.35 AM - 20240115194932.png,01-Sep-23,8:35 AM
293,4119755213,4426152501,10000,1090007019,1,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,43.867000000000004,40,"LINESTRING (104.9302094 11.5303693, 104.9300188 11.5303132, 104.9298206 11.5302675)","(11.5303693, 104.9302094)","(11.5302675, 104.9298206)",01-Sep-23 8.35 AM - 20240115194937.png,01-Sep-23,8:35 AM
294,4174791206,4174791209,10000,674194609,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,secondary,False,20.273,,"LINESTRING (104.9002229 11.5698836, 104.9000381 11.5698621)","(11.5698836, 104.9002229)","(11.5698621, 104.9000381)",01-Sep-23 8.35 AM - 20240115194942.png,01-Sep-23,8:35 AM
295,4174791206,10288723519,10000,674194609,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,secondary,False,47.137,,"LINESTRING (104.9006526 11.5699335, 104.9002229 11.5698836)","(11.5699335, 104.9006526)","(11.5698836, 104.9002229)",01-Sep-23 8.35 AM - 20240115194946.png,01-Sep-23,8:35 AM
296,4174791207,5067148951,10000,416777832,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,secondary,False,154.822,,"LINESTRING (104.9002326 11.569657, 104.9003453 11.5696507, 104.9004362 11.5696562, 104.9014463 11.5697833, 104.9016349 11.5698451)","(11.569657, 104.9002326)","(11.5698451, 104.9016349)",01-Sep-23 8.35 AM - 20240115194951.png,01-Sep-23,8:35 AM
297,4174791207,4174791210,10000,1162244722,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,secondary,False,15.036,,"LINESTRING (104.9000952 11.5696699, 104.9002326 11.569657)","(11.5696699, 104.9000952)","(11.569657, 104.9002326)",01-Sep-23 8.35 AM - 20240115194957.png,01-Sep-23,8:35 AM
298,4174791209,10788520374,10000,674194609,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,secondary,False,15.215,,"LINESTRING (104.9000381 11.5698621, 104.8998994 11.569846)","(11.5698621, 104.9000381)","(11.569846, 104.8998994)",01-Sep-23 8.35 AM - 20240115195001.png,01-Sep-23,8:35 AM
299,4174791210,10788520375,10000,1162244723,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,secondary,False,18.488,,"LINESTRING (104.899926 11.5696586, 104.8999806 11.5696652, 104.9000952 11.5696699)","(11.5696586, 104.899926)","(11.5696699, 104.9000952)",01-Sep-23 8.35 AM - 20240115195007.png,01-Sep-23,8:35 AM
300,4324945580,6074709816,10000,668829614,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,53.766999999999996,40,"LINESTRING (104.8517322 11.5600193, 104.8519198 11.5601814, 104.8521023 11.5603392)","(11.5600193, 104.8517322)","(11.5603392, 104.8521023)",01-Sep-23 8.35 AM - 20240115195020.png,01-Sep-23,8:35 AM
301,4324945580,6128776293,10000,668829614,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,30.465,40,"LINESTRING (104.8515282 11.5598319, 104.8517322 11.5600193)","(11.5598319, 104.8515282)","(11.5600193, 104.8517322)",01-Sep-23 8.35 AM - 20240115195025.png,01-Sep-23,8:35 AM
302,4327478714,10771953155,10000,920002945,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,primary,False,142.936,,"LINESTRING (104.8709247 11.5627045, 104.8722361 11.562663)","(11.5627045, 104.8709247)","(11.562663, 104.8722361)",01-Sep-23 8.35 AM - 20240115195029.png,01-Sep-23,8:35 AM
303,4327478714,4327478715,10000,920002945,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,primary,False,11.499,,"LINESTRING (104.8708192 11.5627078, 104.8709247 11.5627045)","(11.5627078, 104.8708192)","(11.5627045, 104.8709247)",01-Sep-23 8.35 AM - 20240115195034.png,01-Sep-23,8:35 AM
304,4327478716,4327478717,10000,920002943,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,primary,False,11.466,,"LINESTRING (104.8709347 11.5629222, 104.8708295 11.5629255)","(11.5629222, 104.8709347)","(11.5629255, 104.8708295)",01-Sep-23 8.35 AM - 20240115195038.png,01-Sep-23,8:35 AM
305,4327478716,10769305233,10000,920002943,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,primary,False,143.302,,"LINESTRING (104.8722494 11.5628789, 104.8709347 11.5629222)","(11.5628789, 104.8722494)","(11.5629222, 104.8709347)",01-Sep-23 8.35 AM - 20240115195042.png,01-Sep-23,8:35 AM
306,4327478717,5037476756,10000,920002943,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,primary,False,94.49,,"LINESTRING (104.8708295 11.5629255, 104.8699626 11.5629535)","(11.5629255, 104.8708295)","(11.5629535, 104.8699626)",01-Sep-23 8.35 AM - 20240115195047.png,01-Sep-23,8:35 AM
307,4389107381,4389107385,10000,1084392184,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,145.507,40,"LINESTRING (104.8965709 11.5690422, 104.8971115 11.5692398, 104.8978475 11.5694203)","(11.5690422, 104.8965709)","(11.5694203, 104.8978475)",01-Sep-23 8.35 AM - 20240115195052.png,01-Sep-23,8:35 AM
308,4389107382,10788520377,10000,1084392184,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,107.369,40,"LINESTRING (104.8955932 11.5686828, 104.896516 11.569022)","(11.5686828, 104.8955932)","(11.569022, 104.896516)",01-Sep-23 8.35 AM - 20240115195057.png,01-Sep-23,8:35 AM
309,4389107382,6125451104,10000,1084392184,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,62.585,40,"LINESTRING (104.8950553 11.5684851, 104.8955932 11.5686828)","(11.5684851, 104.8950553)","(11.5686828, 104.8955932)",01-Sep-23 8.35 AM - 20240115195102.png,01-Sep-23,8:35 AM
310,4389107385,10788520377,10000,1084392184,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,6.388,40,"LINESTRING (104.896516 11.569022, 104.8965709 11.5690422)","(11.569022, 104.896516)","(11.5690422, 104.8965709)",01-Sep-23 8.35 AM - 20240115195106.png,01-Sep-23,8:35 AM
311,4389107386,10785170937,10000,1084392184,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,12.615,40,"LINESTRING (104.8944634 11.5682674, 104.8945718 11.5683073)","(11.5682674, 104.8944634)","(11.5683073, 104.8945718)",01-Sep-23 8.35 AM - 20240115195111.png,01-Sep-23,8:35 AM
312,4389107386,10785170939,10000,1084392184,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,21.012,40,"LINESTRING (104.8942824 11.5682021, 104.8944634 11.5682674)","(11.5682021, 104.8942824)","(11.5682674, 104.8944634)",01-Sep-23 8.35 AM - 20240115195116.png,01-Sep-23,8:35 AM
313,4426152501,6115982157,10000,1090007019,1,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,77.236,40,"LINESTRING (104.9298206 11.5302675, 104.9292858 11.530142, 104.9291312 11.5301057)","(11.5302675, 104.9298206)","(11.5301057, 104.9291312)",01-Sep-23 8.35 AM - 20240115195121.png,01-Sep-23,8:35 AM
314,4431948161,6100191543,10000,1160028286,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,8.59,40,"LINESTRING (104.9224486 11.5441051, 104.9224369 11.5441815)","(11.5441051, 104.9224486)","(11.5441815, 104.9224369)",01-Sep-23 8.35 AM - 20240115195126.png,01-Sep-23,8:35 AM
315,4431948161,8430891593,10000,1160028286,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,26.908,40,"LINESTRING (104.9224853 11.5438658, 104.9224486 11.5441051)","(11.5438658, 104.9224853)","(11.5441051, 104.9224486)",01-Sep-23 8.35 AM - 20240115195138.png,01-Sep-23,8:35 AM
316,4452252084,4452252087,10000,1160049978,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,79.98,40,"LINESTRING (104.9216026 11.5496264, 104.9214936 11.5503377)","(11.5496264, 104.9216026)","(11.5503377, 104.9214936)",01-Sep-23 8.35 AM - 20240115195144.png,01-Sep-23,8:35 AM
317,4452252084,4452252086,10000,1160049978,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,80.822,40,"LINESTRING (104.9217127 11.5489076, 104.9216026 11.5496264)","(11.5489076, 104.9217127)","(11.5496264, 104.9216026)",01-Sep-23 8.35 AM - 20240115195147.png,01-Sep-23,8:35 AM
318,4452252085,6100191543,10000,1160049978,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,185.988,40,"LINESTRING (104.9224369 11.5441815, 104.9221835 11.5458356)","(11.5441815, 104.9224369)","(11.5458356, 104.9221835)",01-Sep-23 8.35 AM - 20240115195151.png,01-Sep-23,8:35 AM
319,4452252087,10788606826,10000,1160049978,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,64.621,40,"LINESTRING (104.9214936 11.5503377, 104.9214055 11.5509124)","(11.5503377, 104.9214936)","(11.5509124, 104.9214055)",01-Sep-23 8.35 AM - 20240115195155.png,01-Sep-23,8:35 AM
320,4452261812,4452261813,10000,1160049978,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,67.769,40,"LINESTRING (104.9211987 11.5522621, 104.9211063 11.5528648)","(11.5522621, 104.9211987)","(11.5528648, 104.9211063)",01-Sep-23 8.35 AM - 20240115195159.png,01-Sep-23,8:35 AM
321,4452261813,4452261814,10000,1160049978,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,68.341,40,"LINESTRING (104.9212918 11.5516543, 104.9211987 11.5522621)","(11.5516543, 104.9212918)","(11.5522621, 104.9211987)",01-Sep-23 8.35 AM - 20240115195204.png,01-Sep-23,8:35 AM
322,4452261814,6100205433,10000,1160049978,1,2,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,67.331,40,"LINESTRING (104.9213836 11.5510555, 104.9212918 11.5516543)","(11.5510555, 104.9213836)","(11.5516543, 104.9212918)",01-Sep-23 8.35 AM - 20240115195208.png,01-Sep-23,8:35 AM
323,4464303722,5727365760,10000,657111496,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,131.913,40,"LINESTRING (104.8638276 11.5629774, 104.8650379 11.5629401)","(11.5629774, 104.8638276)","(11.5629401, 104.8650379)",01-Sep-23 8.35 AM - 20240115195212.png,01-Sep-23,8:35 AM
