,u,v,key,osmid,oneway,lanes,ref,name,highway,reversed,length,maxspeed,geometry,startpoint,endpoint,Filename,Date,Time
164,2135785344,3071387034,10000,756588504,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,105.449,40,"LINESTRING (104.8539147 11.56178, 104.8532322 11.5613746, 104.8530916 11.5612813)","(11.56178, 104.8539147)","(11.5612813, 104.8530916)",01-Sep-23 8.35 AM - 20240115193816.png,01-Sep-23,8:35 AM
165,2135785345,5790164080,10000,654022221,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,46.089,40,"LINESTRING (104.8813343 11.5631032, 104.8817569 11.5631229)","(11.5631032, 104.8813343)","(11.5631229, 104.8817569)",01-Sep-23 8.35 AM - 20240115193829.png,01-Sep-23,8:35 AM
166,2135785345,3828812968,10000,654022221,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,33.088,40,"LINESTRING (104.8810332 11.5630641, 104.8813343 11.5631032)","(11.5630641, 104.8810332)","(11.5631032, 104.8813343)",01-Sep-23 8.35 AM - 20240115193834.png,01-Sep-23,8:35 AM
167,2135785346,5727133121,10000,651943546,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,89.716,40,"LINESTRING (104.851457 11.5599094, 104.850844 11.5593706)","(11.5599094, 104.851457)","(11.5593706, 104.850844)",01-Sep-23 8.35 AM - 20240115193838.png,01-Sep-23,8:35 AM
168,2135785346,6128776292,10000,651943546,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,166.874,40,"LINESTRING (104.8525948 11.5609141, 104.8525062 11.5608387, 104.8520216 11.5604165, 104.8518501 11.5602632, 104.8516669 11.5600996, 104.851457 11.5599094)","(11.5609141, 104.8525948)","(11.5599094, 104.851457)",01-Sep-23 8.35 AM - 20240115193843.png,01-Sep-23,8:35 AM
169,2135785347,2135785353,10000,657111496,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,99.455,40,"LINESTRING (104.8651463 11.5629368, 104.8660588 11.5629087)","(11.5629368, 104.8651463)","(11.5629087, 104.8660588)",01-Sep-23 8.35 AM - 20240115193847.png,01-Sep-23,8:35 AM
170,2135785347,5727365760,10000,657111496,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,11.815,40,"LINESTRING (104.8650379 11.5629401, 104.8651463 11.5629368)","(11.5629401, 104.8650379)","(11.5629368, 104.8651463)",01-Sep-23 8.35 AM - 20240115193852.png,01-Sep-23,8:35 AM
171,2135785353,4090276037,10000,657111496,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,65.428,40,"LINESTRING (104.8660588 11.5629087, 104.8666591 11.5628902)","(11.5629087, 104.8660588)","(11.5628902, 104.8666591)",01-Sep-23 8.35 AM - 20240115193857.png,01-Sep-23,8:35 AM
172,2135785354,10800011660,10000,657111496,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,49.696,40,"LINESTRING (104.857197 11.5629192, 104.85744 11.5629657, 104.8576477 11.5629846)","(11.5629192, 104.857197)","(11.5629846, 104.8576477)",01-Sep-23 8.35 AM - 20240115193901.png,01-Sep-23,8:35 AM
173,2135785354,6128804181,10000,657111496,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,52.36,40,"LINESTRING (104.8567333 11.5627953, 104.857197 11.5629192)","(11.5627953, 104.8567333)","(11.5629192, 104.857197)",01-Sep-23 8.35 AM - 20240115193906.png,01-Sep-23,8:35 AM
174,2135785359,5719245400,10000,657111496,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,85.186,40,"LINESTRING (104.8623236 11.5630238, 104.8631051 11.5629975)","(11.5630238, 104.8623236)","(11.5629975, 104.8631051)",01-Sep-23 8.35 AM - 20240115193910.png,01-Sep-23,8:35 AM
175,2135785359,9024722048,10000,657111496,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,46.736,40,"LINESTRING (104.8618948 11.563037, 104.8623236 11.5630238)","(11.563037, 104.8618948)","(11.5630238, 104.8623236)",01-Sep-23 8.35 AM - 20240115193915.png,01-Sep-23,8:35 AM
176,2135785360,10800181954,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,104.423,40,"LINESTRING (104.8556107 11.562602, 104.8551936 11.5624253, 104.8547375 11.5622149)","(11.562602, 104.8556107)","(11.5622149, 104.8547375)",01-Sep-23 8.35 AM - 20240115193919.png,01-Sep-23,8:35 AM
177,2135785360,10800011657,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,7.781,40,"LINESTRING (104.8556795 11.5626208, 104.8556107 11.562602)","(11.5626208, 104.8556795)","(11.562602, 104.8556107)",01-Sep-23 8.35 AM - 20240115193923.png,01-Sep-23,8:35 AM
178,2135785367,2135785375,10000,1124328391,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,112.263,40,"LINESTRING (104.8855752 11.5634823, 104.8856895 11.5635446, 104.8858099 11.5636231, 104.8864157 11.5640647)","(11.5634823, 104.8855752)","(11.5640647, 104.8864157)",01-Sep-23 8.35 AM - 20240115193928.png,01-Sep-23,8:35 AM
179,2135785367,8736749641,10000,1124328391,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,118.809,40,"LINESTRING (104.8845222 11.5632285, 104.8848356 11.5632622, 104.8850515 11.5633022, 104.8852309 11.5633522, 104.8853863 11.5634075, 104.8855752 11.5634823)","(11.5632285, 104.8845222)","(11.5634823, 104.8855752)",01-Sep-23 8.35 AM - 20240115193933.png,01-Sep-23,8:35 AM
180,2135785368,3071387034,10000,756588504,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,94.857,40,"LINESTRING (104.85468 11.5621869, 104.8539147 11.56178)","(11.5621869, 104.85468)","(11.56178, 104.8539147)",01-Sep-23 8.35 AM - 20240115193946.png,01-Sep-23,8:35 AM
181,2135785368,10800181954,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,6.995,40,"LINESTRING (104.8547375 11.5622149, 104.85468 11.5621869)","(11.5622149, 104.8547375)","(11.5621869, 104.85468)",01-Sep-23 8.35 AM - 20240115193951.png,01-Sep-23,8:35 AM
182,2135785369,3069551933,10000,657111496,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,31.227,40,"LINESTRING (104.8603595 11.5630843, 104.860646 11.5630754)","(11.5630843, 104.8603595)","(11.5630754, 104.860646)",01-Sep-23 8.35 AM - 20240115193955.png,01-Sep-23,8:35 AM
183,2135785369,5727365722,10000,657111496,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,53.286,40,"LINESTRING (104.8598706 11.5630993, 104.8603595 11.5630843)","(11.5630993, 104.8598706)","(11.5630843, 104.8603595)",01-Sep-23 8.35 AM - 20240115194000.png,01-Sep-23,8:35 AM
184,2135785378,4067941434,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,30.973,40,"LINESTRING (104.8572187 11.563031, 104.8569425 11.5629649)","(11.563031, 104.8572187)","(11.5629649, 104.8569425)",01-Sep-23 8.35 AM - 20240115194004.png,01-Sep-23,8:35 AM
185,2135785378,10800011661,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,46.095,40,"LINESTRING (104.8576371 11.5630895, 104.8574343 11.5630712, 104.8572187 11.563031)","(11.5630895, 104.8576371)","(11.563031, 104.8572187)",01-Sep-23 8.35 AM - 20240115194009.png,01-Sep-23,8:35 AM
186,2135785382,10800011663,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,9.339,40,"LINESTRING (104.8590036 11.5632072, 104.8589181 11.5632011)","(11.5632072, 104.8590036)","(11.5632011, 104.8589181)",01-Sep-23 8.35 AM - 20240115194014.png,01-Sep-23,8:35 AM
187,2135785384,10800181951,10000,654015383,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,32.311,40,"LINESTRING (104.8539747 11.5616833, 104.8542355 11.5618217)","(11.5616833, 104.8539747)","(11.5618217, 104.8542355)",01-Sep-23 8.35 AM - 20240115194018.png,01-Sep-23,8:35 AM
188,2135785384,3071386833,10000,654015383,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,104.374,40,"LINESTRING (104.8531559 11.5611962, 104.8533005 11.5612901, 104.8539747 11.5616833)","(11.5611962, 104.8531559)","(11.5616833, 104.8539747)",01-Sep-23 8.35 AM - 20240115194024.png,01-Sep-23,8:35 AM
189,2135785385,5727365726,10000,657111496,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,27.575,40,"LINESTRING (104.8611507 11.5630599, 104.8614037 11.5630521)","(11.5630599, 104.8611507)","(11.5630521, 104.8614037)",01-Sep-23 8.35 AM - 20240115194029.png,01-Sep-23,8:35 AM
190,2135785385,3069551933,10000,657111496,1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,55.008,40,"LINESTRING (104.860646 11.5630754, 104.8611507 11.5630599)","(11.5630754, 104.860646)","(11.5630599, 104.8611507)",01-Sep-23 8.35 AM - 20240115194034.png,01-Sep-23,8:35 AM
191,2135785389,10800011661,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,107.505,40,"LINESTRING (104.8586198 11.563178, 104.858449 11.5631629, 104.8576371 11.5630895)","(11.563178, 104.8586198)","(11.5630895, 104.8576371)",01-Sep-23 8.35 AM - 20240115194040.png,01-Sep-23,8:35 AM
192,2135785389,6128818258,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,22.931,40,"LINESTRING (104.8588296 11.5631948, 104.8586198 11.563178)","(11.5631948, 104.8588296)","(11.563178, 104.8586198)",01-Sep-23 8.35 AM - 20240115194044.png,01-Sep-23,8:35 AM
193,2293821643,2812686319,10000,916400502,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,27.139,40,"LINESTRING (104.8386159 11.549033, 104.8384431 11.5488572)","(11.549033, 104.8386159)","(11.5488572, 104.8384431)",01-Sep-23 8.35 AM - 20240115194050.png,01-Sep-23,8:35 AM
194,2293821643,2293821650,10000,916400502,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,74.891,40,"LINESTRING (104.8391308 11.5494791, 104.8386957 11.5491076, 104.8386159 11.549033)","(11.5494791, 104.8391308)","(11.549033, 104.8386159)",01-Sep-23 8.35 AM - 20240115194055.png,01-Sep-23,8:35 AM
195,2293821650,2359789299,10000,916400502,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,48.096,40,"LINESTRING (104.8394636 11.5497633, 104.8391308 11.5494791)","(11.5497633, 104.8394636)","(11.5494791, 104.8391308)",01-Sep-23 8.35 AM - 20240115194109.png,01-Sep-23,8:35 AM
196,2293821652,2359789299,10000,916400502,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,55.486,40,"LINESTRING (104.8398476 11.5500911, 104.8394636 11.5497633)","(11.5500911, 104.8398476)","(11.5497633, 104.8394636)",01-Sep-23 8.35 AM - 20240115194114.png,01-Sep-23,8:35 AM
197,2293821652,2293821653,10000,916400502,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,53.069,40,"LINESTRING (104.8402148 11.5504047, 104.8398476 11.5500911)","(11.5504047, 104.8402148)","(11.5500911, 104.8398476)",01-Sep-23 8.35 AM - 20240115194119.png,01-Sep-23,8:35 AM
198,2293821653,2293821654,10000,916400502,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,50.434,40,"LINESTRING (104.8405638 11.5507027, 104.8402148 11.5504047)","(11.5507027, 104.8405638)","(11.5504047, 104.8402148)",01-Sep-23 8.35 AM - 20240115194123.png,01-Sep-23,8:35 AM
199,2293821654,10805629853,10000,916400502,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,50.965,40,"LINESTRING (104.8409577 11.5509423, 104.8407161 11.5508309, 104.8405638 11.5507027)","(11.5509423, 104.8409577)","(11.5507027, 104.8405638)",01-Sep-23 8.35 AM - 20240115194127.png,01-Sep-23,8:35 AM
200,2293821661,10805629844,10000,887083453,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,53.384,40,"LINESTRING (104.8424285 11.5522671, 104.84225 11.552121, 104.8421123 11.5519079)","(11.5522671, 104.8424285)","(11.5519079, 104.8421123)",01-Sep-23 8.35 AM - 20240115194131.png,01-Sep-23,8:35 AM
201,2293821661,5727131793,10000,887083453,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,72.591,40,"LINESTRING (104.8429399 11.5526856, 104.8424285 11.5522671)","(11.5526856, 104.8429399)","(11.5522671, 104.8424285)",01-Sep-23 8.35 AM - 20240115194135.png,01-Sep-23,8:35 AM
202,2327795471,8727235015,10000,668890362,1,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,75.741,40,"LINESTRING (104.9193329 11.5639032, 104.9194348 11.5632294)","(11.5639032, 104.9193329)","(11.5632294, 104.9194348)",01-Sep-23 8.35 AM - 20240115194140.png,01-Sep-23,8:35 AM
203,2341671136,4957509226,10000,651911495,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,24.617,40,"LINESTRING (104.8952255 11.5686701, 104.8950139 11.5685924)","(11.5686701, 104.8952255)","(11.5685924, 104.8950139)",01-Sep-23 8.35 AM - 20240115194145.png,01-Sep-23,8:35 AM
204,2341671136,6142182127,10000,651911495,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,5.607,40,"LINESTRING (104.8952737 11.5686878, 104.8952255 11.5686701)","(11.5686878, 104.8952737)","(11.5686701, 104.8952255)",01-Sep-23 8.35 AM - 20240115194150.png,01-Sep-23,8:35 AM
205,2390117733,9932643018,10000,1110567031,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,123.351,40,"LINESTRING (104.9076874 11.5704818, 104.9086437 11.5705768, 104.9086462 11.570577, 104.9088039 11.5706355)","(11.5704818, 104.9076874)","(11.5706355, 104.9088039)",01-Sep-23 8.35 AM - 20240115194154.png,01-Sep-23,8:35 AM
206,2390117733,3823159099,10000,1110567031,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,79.011,40,"LINESTRING (104.9069658 11.5704101, 104.9076874 11.5704818)","(11.5704101, 104.9069658)","(11.5704818, 104.9076874)",01-Sep-23 8.35 AM - 20240115194159.png,01-Sep-23,8:35 AM
207,2405017193,7327202995,10000,231645323,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,secondary,False,77.939,,"LINESTRING (104.8879787 11.5651302, 104.8882403 11.5653334, 104.8883214 11.5653646, 104.888402 11.5653608, 104.8884808 11.5653237, 104.888566 11.5652323)","(11.5651302, 104.8879787)","(11.5652323, 104.888566)",01-Sep-23 8.35 AM - 20240115194204.png,01-Sep-23,8:35 AM
208,2433250683,10031388876,10000,1159991921,1,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,141.71800000000002,40,"LINESTRING (104.9265097 11.5304141, 104.9268062 11.5302839, 104.9270721 11.5301951, 104.9273421 11.5301187, 104.9275394 11.5300811, 104.9277481 11.53004)","(11.5304141, 104.9265097)","(11.53004, 104.9277481)",01-Sep-23 8.35 AM - 20240115194208.png,01-Sep-23,8:35 AM
209,2464868011,9448685032,10000,336784287,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,secondary,False,34.135,,"LINESTRING (104.8889248 11.5661005, 104.8886739 11.5659166)","(11.5661005, 104.8889248)","(11.5659166, 104.8886739)",01-Sep-23 8.35 AM - 20240115194213.png,01-Sep-23,8:35 AM
210,2464868011,6106045741,10000,336784287,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,secondary,False,34.368,,"LINESTRING (104.8891773 11.5662858, 104.8889248 11.5661005)","(11.5662858, 104.8891773)","(11.5661005, 104.8889248)",01-Sep-23 8.35 AM - 20240115194226.png,01-Sep-23,8:35 AM
211,2466657377,6122045557,10000,668890362,1,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,31.79,40,"LINESTRING (104.9195894 11.5622076, 104.9196322 11.5619248)","(11.5622076, 104.9195894)","(11.5619248, 104.9196322)",01-Sep-23 8.35 AM - 20240115194231.png,01-Sep-23,8:35 AM
212,2807858005,5719245402,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,36.817,40,"LINESTRING (104.8617307 11.5631448, 104.8613929 11.563155)","(11.5631448, 104.8617307)","(11.563155, 104.8613929)",01-Sep-23 8.35 AM - 20240115194236.png,01-Sep-23,8:35 AM
213,2812686309,2812686313,10000,916400502,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,48.632999999999996,40,"LINESTRING (104.8381552 11.5485002, 104.8380738 11.5483915, 104.8380025 11.5482917, 104.8379053 11.5481381)","(11.5485002, 104.8381552)","(11.5481381, 104.8379053)",01-Sep-23 8.35 AM - 20240115194241.png,01-Sep-23,8:35 AM
214,2812686313,2812686319,10000,916400502,1,4,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,50.611000000000004,40,"LINESTRING (104.8384431 11.5488572, 104.8383821 11.5487895, 104.8381552 11.5485002)","(11.5488572, 104.8384431)","(11.5485002, 104.8381552)",01-Sep-23 8.35 AM - 20240115194247.png,01-Sep-23,8:35 AM
215,2812686384,3822952652,10000,1109914910,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,54.779,40,"LINESTRING (104.8463271 11.555518, 104.8459477 11.5551947)","(11.555518, 104.8463271)","(11.5551947, 104.8459477)",01-Sep-23 8.35 AM - 20240115194251.png,01-Sep-23,8:35 AM
216,2812686384,3822952653,10000,1109914910,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,56.922,40,"LINESTRING (104.8467213 11.555854, 104.8463271 11.555518)","(11.555854, 104.8467213)","(11.555518, 104.8463271)",01-Sep-23 8.35 AM - 20240115194256.png,01-Sep-23,8:35 AM
217,2845564950,3823186195,10000,647594851,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,53.353,40,"LINESTRING (104.9028203 11.5699841, 104.9033074 11.5700341)","(11.5699841, 104.9028203)","(11.5700341, 104.9033074)",01-Sep-23 8.35 AM - 20240115194300.png,01-Sep-23,8:35 AM
218,2845564950,3148960713,10000,"[376128005, 376128006, 280645623]",1,,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,508.73099999999994,40,"LINESTRING (104.898182 11.5694975, 104.8985795 11.5695562, 104.9017756 11.5699353, 104.9023233 11.5699977, 104.9028203 11.5699841)","(11.5694975, 104.898182)","(11.5699841, 104.9028203)",01-Sep-23 8.35 AM - 20240115194305.png,01-Sep-23,8:35 AM
219,2845564950,6125451106,10000,416777832,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,secondary,False,117.611,,"LINESTRING (104.9017483 11.5698585, 104.9028203 11.5699841)","(11.5698585, 104.9017483)","(11.5699841, 104.9028203)",01-Sep-23 8.35 AM - 20240115194309.png,01-Sep-23,8:35 AM
220,2852317301,10785170940,10000,651911495,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,80.181,40,"LINESTRING (104.8941443 11.5682731, 104.8934554 11.5680192)","(11.5682731, 104.8941443)","(11.5680192, 104.8934554)",01-Sep-23 8.35 AM - 20240115194314.png,01-Sep-23,8:35 AM
221,2852317301,10785170938,10000,651911495,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,11.44,40,"LINESTRING (104.8942432 11.5683077, 104.8941443 11.5682731)","(11.5683077, 104.8942432)","(11.5682731, 104.8941443)",01-Sep-23 8.35 AM - 20240115194318.png,01-Sep-23,8:35 AM
222,2988023045,10825681731,10000,656560015,0,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,True,12.581,40,"LINESTRING (104.9167383 11.5812518, 104.9167554 11.5811399)","(11.5812518, 104.9167383)","(11.5811399, 104.9167554)",01-Sep-23 8.35 AM - 20240115194323.png,01-Sep-23,8:35 AM
223,2989047790,7168221486,10000,656560015,0,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,45.795,40,"LINESTRING (104.9169018 11.5801833, 104.9168395 11.5805906)","(11.5801833, 104.9169018)","(11.5805906, 104.9168395)",01-Sep-23 8.35 AM - 20240115194328.png,01-Sep-23,8:35 AM
224,3029030905,4327478715,10000,920002945,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,primary,False,59.468,,"LINESTRING (104.8702736 11.562725, 104.8708192 11.5627078)","(11.562725, 104.8702736)","(11.5627078, 104.8708192)",01-Sep-23 8.35 AM - 20240115194332.png,01-Sep-23,8:35 AM
225,3029030905,3029030906,10000,920002945,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,primary,False,53.495,,"LINESTRING (104.8697828 11.5627405, 104.8702736 11.562725)","(11.5627405, 104.8697828)","(11.562725, 104.8702736)",01-Sep-23 8.35 AM - 20240115194346.png,01-Sep-23,8:35 AM
226,3029030906,8218186480,10000,920002945,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,primary,False,33.134,,"LINESTRING (104.8694788 11.5627501, 104.8697828 11.5627405)","(11.5627501, 104.8694788)","(11.5627405, 104.8697828)",01-Sep-23 8.35 AM - 20240115194351.png,01-Sep-23,8:35 AM
227,3066680706,10784372261,10000,1086859264,0,5,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,True,12.112,40,"LINESTRING (104.9124068 11.570982, 104.9122962 11.5709708)","(11.570982, 104.9124068)","(11.5709708, 104.9122962)",01-Sep-23 8.35 AM - 20240115194355.png,01-Sep-23,8:35 AM
228,3066680706,10784372260,10000,1086859264,0,5,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,12.331,40,"LINESTRING (104.9121836 11.5709594, 104.9122962 11.5709708)","(11.5709594, 104.9121836)","(11.5709708, 104.9122962)",01-Sep-23 8.35 AM - 20240115194400.png,01-Sep-23,8:35 AM
229,3066680708,3066680709,10000,1086859264,0,5,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,63.979,40,"LINESTRING (104.9138404 11.5711273, 104.9144246 11.5711865)","(11.5711273, 104.9138404)","(11.5711865, 104.9144246)",01-Sep-23 8.35 AM - 20240115194404.png,01-Sep-23,8:35 AM
230,3066680709,10784372261,10000,1086859264,0,5,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,157.003,40,"LINESTRING (104.9124068 11.570982, 104.9138404 11.5711273)","(11.570982, 104.9124068)","(11.5711273, 104.9138404)",01-Sep-23 8.35 AM - 20240115194409.png,01-Sep-23,8:35 AM
231,3071386833,10303762615,10000,668829614,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,62.322,40,"LINESTRING (104.8527021 11.5608554, 104.8530007 11.5610903, 104.8531559 11.5611962)","(11.5608554, 104.8527021)","(11.5611962, 104.8531559)",01-Sep-23 8.35 AM - 20240115194414.png,01-Sep-23,8:35 AM
232,3071387133,10800011657,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,58.479,40,"LINESTRING (104.8561966 11.562762, 104.8556795 11.5626208)","(11.562762, 104.8561966)","(11.5626208, 104.8556795)",01-Sep-23 8.35 AM - 20240115194418.png,01-Sep-23,8:35 AM
233,3071387133,10800011659,10000,920003525,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,14.56,40,"LINESTRING (104.8563255 11.5627966, 104.8561966 11.562762)","(11.5627966, 104.8563255)","(11.562762, 104.8561966)",01-Sep-23 8.35 AM - 20240115194423.png,01-Sep-23,8:35 AM
234,3143614979,5136092976,10000,668890362,1,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,70.995,40,"LINESTRING (104.9198222 11.5606687, 104.9199169 11.560037)","(11.5606687, 104.9198222)","(11.560037, 104.9199169)",01-Sep-23 8.35 AM - 20240115194428.png,01-Sep-23,8:35 AM
235,3148960713,10788520375,10000,1162244723,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,secondary,False,191.365,,"LINESTRING (104.898182 11.5694975, 104.8984049 11.569475, 104.899926 11.5696586)","(11.5694975, 104.898182)","(11.5696586, 104.899926)",01-Sep-23 8.35 AM - 20240115194432.png,01-Sep-23,8:35 AM
236,3148960713,4389107381,10000,1084392184,1,2,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,37.437,40,"LINESTRING (104.8978475 11.5694203, 104.898182 11.5694975)","(11.5694203, 104.8978475)","(11.5694975, 104.898182)",01-Sep-23 8.35 AM - 20240115194437.png,01-Sep-23,8:35 AM
237,3305178163,7327202995,10000,231645323,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,secondary,False,40.478,,"LINESTRING (104.8876749 11.5649206, 104.8879787 11.5651302)","(11.5649206, 104.8876749)","(11.5651302, 104.8879787)",01-Sep-23 8.35 AM - 20240115194441.png,01-Sep-23,8:35 AM
238,3305178164,6106045750,10000,669062800,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,secondary,False,120.732,,"LINESTRING (104.8882746 11.5656318, 104.8873827 11.5649873)","(11.5656318, 104.8882746)","(11.5649873, 104.8873827)",01-Sep-23 8.35 AM - 20240115194447.png,01-Sep-23,8:35 AM
239,3361609536,3823180281,10000,674194609,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,secondary,False,169.329,,"LINESTRING (104.8996985 11.5698227, 104.8983681 11.5696555, 104.8981667 11.5695873)","(11.5698227, 104.8996985)","(11.5695873, 104.8981667)",01-Sep-23 8.35 AM - 20240115194451.png,01-Sep-23,8:35 AM
240,3361609536,10788520374,10000,674194609,1,,,មហាវិថី សហព័ន្ធរុស្ស៊ី,secondary,False,22.038,,"LINESTRING (104.8998994 11.569846, 104.8996985 11.5698227)","(11.569846, 104.8998994)","(11.5698227, 104.8996985)",01-Sep-23 8.35 AM - 20240115194505.png,01-Sep-23,8:35 AM
241,3476717898,3476717899,10000,656560015,0,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,9.917,40,"LINESTRING (104.9170871 11.5789729, 104.9170736 11.5790611)","(11.5789729, 104.9170871)","(11.5790611, 104.9170736)",01-Sep-23 8.35 AM - 20240115194510.png,01-Sep-23,8:35 AM
242,3476717899,10718170143,10000,656560015,0,,1,មហាវិថី ព្រះមុនីវង្ស (៩៣),trunk,False,90.491,40,"LINESTRING (104.9172103 11.5781681, 104.9170871 11.5789729)","(11.5781681, 104.9172103)","(11.5789729, 104.9170871)",01-Sep-23 8.35 AM - 20240115194515.png,01-Sep-23,8:35 AM
243,3706403277,8157530663,10000,1121084012,1,3,4,មហាវិថី សហព័ន្ធរុស្ស៊ី,trunk,False,66.274,40,"LINESTRING (104.9159461 11.5713941, 104.9158857 11.5713859, 104.9155734 11.5713403, 104.9155004 11.5713207, 104.91535 11.5712803)","(11.5713941, 104.9159461)","(11.5712803, 104.91535)",01-Sep-23 8.35 AM - 20240115194519.png,01-Sep-23,8:35 AM
